"_class",_id,balconySize,city,link,location,price,priceRatio,roomNr,size,street
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd0,20.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/27794624,"Angyalföld, XIII. kerület",320000.0,2782.608695652174,2 szoba,105.0,Angyalföld
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd1,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pozsonyi+ut/30501184,"Pozsonyi út, XIII. kerület",290000.0,3258.4269662921347,2 szoba,89.0,Pozsonyi út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd2,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+orczy+ut+46-48/29118986,"Orczy út 46-48, VIII. kerület",120000.0,2727.2727272727275,2 szoba,44.0,Orczy út 46-48
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd3,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+orczy+ut+46-48/23515392,"Orczy út 46-48, VIII. kerület",110000.0,3235.294117647059,1 szoba,34.0,Orczy út 46-48
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd4,45.0,XVIII. kerület,https://ingatlan.com/xviii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+18+kerulet+margo+tivadar+utca+274/21143660,"Margó Tivadar utca 274, XVIII. kerület",250000.0,2439.0243902439024,2 szoba,80.0,Margó Tivadar utca 274
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd5,8.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+roppentyu+utca/30958204,"Röppentyű utca, XIII. kerület",130000.0,3333.3333333333335,1 szoba,35.0,Röppentyű utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd6,0.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+gubacsi+ut+19/22663508,"Gubacsi út 19, IX. kerület",105000.0,3500.0,1 szoba,30.0,Gubacsi út 19
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd7,2.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+ov+utca+133/30988852,"Öv utca 133, XIV. kerület",150000.0,5000.0,1 szoba,29.0,Öv utca 133
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd8,0.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+merleg+utca/29881955,"Mérleg utca, V. kerület",190000.0,3518.5185185185187,2 szoba,54.0,Mérleg utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fd9,0.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+gubacsi+ut+19/30852328,"Gubacsi út 19, IX. kerület",130000.0,2600.0,2 szoba,50.0,Gubacsi út 19
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fda,0.0,VII. kerület,https://ingatlan.com/vii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+dembinszky+utca/30980440,"Dembinszky utca, VII. kerület",145000.0,3536.5853658536585,1 + 1 fél szoba,41.0,Dembinszky utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fdb,8.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet/24219073,"Angyalföld, XIII. kerület",200000.0,2702.7027027027025,2 szoba,70.0,Angyalföld
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fdc,0.0,II. kerület,https://ingatlan.com/ii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+torok+utca/30967615,"Török utca, II. kerület",170000.0,3207.5471698113206,1 + 1 fél szoba,53.0,Török utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fdd,5.0,XII. kerület,https://ingatlan.com/xii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+hegyalja+ut/30813919,"Hegyalja út, XII. kerület",190000.0,4269.662921348315,1 + 1 fél szoba,42.0,Hegyalja út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fde,5.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+veres+palne+utca+10/29895167,"Veres Pálné utca 10., V. kerület",198000.0,4168.421052631579,2 szoba,45.0,Veres Pálné utca 10.
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fdf,0.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/panel-lakas/budapest+14+kerulet/28331714,"Rákosfalva, XIV. kerület",135000.0,2755.1020408163267,2 szoba,49.0,Rákosfalva
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe0,0.0,III. kerület,https://ingatlan.com/iii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+3+kerulet+kiscelli+utca/30967225,"Kiscelli utca, III. kerület",190000.0,5588.235294117647,1 szoba,34.0,Kiscelli utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe1,2.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+hungaria+korut/30961957,"Hungária körút, XIV. kerület",160000.0,3478.2608695652175,2 szoba,45.0,Hungária körút
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe2,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+tisza+utca/30956848,"Tisza utca, XIII. kerület",140000.0,3181.818181818182,1 szoba,44.0,Tisza utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe3,3.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+deak+ferenc+ter/30917443,"Deák Ferenc tér, V. kerület",215000.0,2670.807453416149,3 szoba,79.0,Deák Ferenc tér
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe4,0.0,VII. kerület,https://ingatlan.com/vii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+wesselenyi+utca/30900721,"Wesselényi utca, VII. kerület",165000.0,5000.0,1 szoba,33.0,Wesselényi utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe5,6.0,II. kerület,https://ingatlan.com/ii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bem+rakpart+54/30882784,"Bem rakpart 54, II. kerület",220000.0,2500.0,2 szoba,85.0,Bem rakpart 54
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe6,0.0,VII. kerület,https://ingatlan.com/vii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+dohany+utca+3/30873031,"Dohány utca 3., VII. kerület",329000.0,4768.115942028986,2 + 1 fél szoba,69.0,Dohány utca 3.
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe7,3.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+benczur+utca/30841810,"Benczúr utca, VI. kerület",280000.0,3660.1307189542486,2 + 1 fél szoba,75.0,Benczúr utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe8,0.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+raday+utca+31/30368489,"Ráday utca 31, IX. kerület",200000.0,2409.6385542168673,2 + 1 fél szoba,83.0,Ráday utca 31
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fe9,4.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+dagaly+utca/30295211,"Dagály utca, XIII. kerület",165000.0,4714.285714285715,1 szoba,33.0,Dagály utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fea,9.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+bodor+utca+2-4/30241259,"Bodor utca 2-4, XIII. kerület",183000.0,3485.714285714286,2 szoba,48.0,Bodor utca 2-4
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746feb,0.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/panel-lakas/budapest+14+kerulet+furedi+utca/30098864,"Füredi utca, XIV. kerület",130000.0,2826.086956521739,1 + 1 fél szoba,46.0,Füredi utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fec,6.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+corvin+setany+2/27284104,"Corvin sétány 2, VIII. kerület",380000.0,5352.112676056338,3 szoba,68.0,Corvin sétány 2
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fed,13.0,XVI. kerület,https://ingatlan.com/xvi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+16+kerulet+dioskal+utca/26876725,"Dióskál utca, XVI. kerület",125000.0,2032.520325203252,2 szoba,55.0,Dióskál utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fee,0.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/panel-lakas/budapest+11+kerulet+regos+utca/22883740,"Regős utca, XI. kerület",150000.0,2727.2727272727275,1 + 1 fél szoba,55.0,Regős utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fef,8.0,II. kerület,https://ingatlan.com/ii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+radna+utca+5/21617291,"Radna utca 5., II. kerület",170000.0,2656.25,2 szoba,60.0,Radna utca 5.
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff0,10.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nagyszeben+ut+9/30987016,"Nagyszeben út 9, XI. kerület",165000.0,3586.9565217391305,2 szoba,41.0,Nagyszeben út 9
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff1,0.0,VII. kerület,https://ingatlan.com/vii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+7+kerulet+szovetseg+utca+5/30938212,"Szövetség utca 5, VII. kerület",140000.0,4242.424242424242,1 szoba,33.0,Szövetség utca 5
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff2,4.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+nepfurdo+utca+7/30988510,"Népfürdő utca 7, XIII. kerület",190000.0,4222.222222222223,1 szoba,43.0,Népfürdő utca 7
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff3,0.0,XII. kerület,https://ingatlan.com/xii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+kiss+janos+altabornagy+utca/30985123,"Kiss János altábornagy utca, XII. kerület",149000.0,4138.888888888889,1 + 2 fél szoba,36.0,Kiss János altábornagy utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff4,4.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+gomb+utca/30984931,"Gömb utca, XIII. kerület",140000.0,4375.0,1 szoba,30.0,Gömb utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff5,0.0,I. kerület,https://ingatlan.com/i-ker/kiado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+lisznyai+utca/30982216,"Lisznyai utca, I. kerület",140000.0,3043.478260869565,1 + 1 fél szoba,46.0,Lisznyai utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff6,2.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+tolnai+lajos+utca/30978415,"Tolnai Lajos utca, VIII. kerület",120000.0,4615.384615384615,1 szoba,25.0,Tolnai Lajos utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff7,24.0,XVI. kerület,https://ingatlan.com/xvi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+16+kerulet+palya+utca+128/30976966,"Pálya utca 128, XVI. kerület",195000.0,2708.3333333333335,3 szoba,60.0,Pálya utca 128
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff8,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+baross+utca/30975313,"Baross utca, VIII. kerület",115000.0,3965.5172413793102,1 szoba,29.0,Baross utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ff9,4.0,III. kerület,https://ingatlan.com/iii-ker/kiado+lakas/panel-lakas/budapest+3+kerulet+selyemfono+utca/30974515,"Selyemfonó utca, III. kerület",160000.0,3018.867924528302,1 + 2 fél szoba,51.0,Selyemfonó utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ffa,5.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+szobranc+utca+18/30972079,"Szobránc utca 18, XIV. kerület",130000.0,2921.3483146067415,1 szoba,42.0,Szobránc utca 18
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ffb,0.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/panel-lakas/budapest+14+kerulet+gvadanyi+utca/30971332,"Gvadányi utca, XIV. kerület",140000.0,3043.478260869565,1 + 1 fél szoba,46.0,Gvadányi utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ffc,13.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/csuszozsalus-lakas/budapest+9+kerulet+vagohid+utca/30963586,"Vágóhíd utca, IX. kerület",210000.0,3255.813953488372,3 szoba,58.0,Vágóhíd utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ffd,0.0,I. kerület,https://ingatlan.com/i-ker/kiado+lakas/tegla-epitesu-lakas/budapest+1+kerulet+csalogany+utca+12/30963526,"Csalogány utca 12, I. kerület",150000.0,4687.5,1 szoba,32.0,Csalogány utca 12
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746ffe,14.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+dayka+gabor+utca/30960895,"Dayka Gábor utca, XI. kerület",230000.0,2875.0,2 + 1 fél szoba,73.0,Dayka Gábor utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6746fff,4.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+dregely+utca+6-8/30960139,"Drégely utca 6-8, IX. kerület",165000.0,3928.5714285714284,1 + 1 fél szoba,40.0,Drégely utca 6-8
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747000,10.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+posa+lajos+utca/30959980,"Pósa Lajos utca, XIV. kerület",180000.0,2432.4324324324325,1 + 1 fél szoba,69.0,Pósa Lajos utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747001,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+victor+hugo+utca/30959587,"Victor Hugo utca, XIII. kerület",120000.0,2926.829268292683,1 + 1 fél szoba,41.0,Victor Hugo utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747002,2.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+szeremi+sor+7/30951958,"Szerémi sor 7, XI. kerület",180000.0,2608.695652173913,3 szoba,68.0,Szerémi sor 7
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747003,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+baross+utca/30943285,"Baross utca, VIII. kerület",180000.0,2465.753424657534,2 + 1 fél szoba,73.0,Baross utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747004,0.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+nagyszeben+ut/30940564,"Nagyszeben út, XI. kerület",170000.0,4047.6190476190477,1 + 1 fél szoba,42.0,Nagyszeben út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747005,0.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+kiraly+utca/30939244,"Király utca, VI. kerület",160000.0,3809.5238095238096,1 + 1 fél szoba,42.0,Király utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747006,5.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+berzenczey+utca/30902416,"Berzenczey utca, IX. kerület",200000.0,3200.0,2 + 1 fél szoba,60.0,Berzenczey utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747007,4.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+tabornok+utca+29/30899980,"Tábornok utca 29, XIV. kerület",170000.0,4047.6190476190477,1 + 1 fél szoba,40.0,Tábornok utca 29
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747008,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+nepszinhaz+utca/30893713,"Népszínház utca, VIII. kerület",180000.0,2857.1428571428573,2 szoba,63.0,Népszínház utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f6747009,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+lehel+utca/30878530,"Lehel utca, XIII. kerület",130000.0,3421.0526315789475,1 szoba,38.0,Lehel utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700a,0.0,XII. kerület,https://ingatlan.com/xii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+varosmajor+utca/30865465,"Városmajor utca, XII. kerület",135000.0,2700.0,1 szoba,50.0,Városmajor utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700b,10.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+lehel+utca+66/30863983,"Lehel utca 66, XIII. kerület",180000.0,4000.0,1 + 1 fél szoba,40.0,Lehel utca 66
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700c,0.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+ballagi+mor+utca/30047180,"Ballagi Mór utca, XI. kerület",130000.0,2363.6363636363635,1 szoba,55.0,Ballagi Mór utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700d,4.0,XVIII. kerület,https://ingatlan.com/xviii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+18+kerulet+nefelejcs+utca/29315192,"Nefelejcs utca, XVIII. kerület",135000.0,3214.285714285714,1 + 1 fél szoba,40.0,Nefelejcs utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700e,0.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+bajza+utca+54/29237150,"Bajza utca 54, VI. kerület",250000.0,2083.3333333333335,3 + 1 fél szoba,120.0,Bajza utca 54
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f674700f,10.0,XI. kerület,https://ingatlan.com/xi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+11+kerulet+facsemete+utca/24941053,"Facsemete utca, XI. kerület",260000.0,3561.6438356164385,1 + 2 fél szoba,68.0,Facsemete utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473b8,15.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+teve+utca/30926020,"Teve utca, XIII. kerület",249900.0,3354.3624161073826,3 szoba,67.0,Teve utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473b9,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+pozsonyi+ut/29566841,"Pozsonyi út, XIII. kerület",135000.0,3750.0,2 szoba,36.0,Pozsonyi út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473ba,0.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+andrassy+ut+13/30308114,"Andrássy út 13, VI. kerület",290000.0,2900.0,3 + 1 fél szoba,100.0,Andrássy út 13
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473bb,16.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+uszodaru+utca/30694549,"Úszódaru utca, XIII. kerület",150000.0,3846.153846153846,1 szoba,31.0,Úszódaru utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473bc,0.0,II. kerület,https://ingatlan.com/ii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+bem+rakpart/30773302,"Bem rakpart, II. kerület",249000.0,2075.0,2 szoba,120.0,Bem rakpart
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473bd,0.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+padlizsan+utca/30950461,"Padlizsán utca, XIV. kerület",130000.0,3611.1111111111113,1 + 1 fél szoba,36.0,Padlizsán utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473be,0.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+bajcsy-zsilinszky+ut/30930157,"Bajcsy-Zsilinszky út, V. kerület",550000.0,5392.156862745098,3 szoba,102.0,Bajcsy-Zsilinszky út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473bf,4.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+kalman+imre+utca/30930055,"Kálmán Imre utca, V. kerület",580000.0,4754.098360655737,4 szoba,120.0,Kálmán Imre utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c0,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+horanszky+utca/30458935,"Horánszky utca, VIII. kerület",350522.0,4274.658536585366,3 szoba,82.0,Horánszky utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c1,0.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/tegla-epitesu-lakas/budapest+6+kerulet+izabella+utca/30863995,"Izabella utca, VI. kerület",390000.0,3611.1111111111113,5 szoba,108.0,Izabella utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c2,0.0,XII. kerület,https://ingatlan.com/xii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+12+kerulet+dios+arok/30836437,"Diós árok, XII. kerület",547481.0,4379.848,4 szoba,125.0,Diós árok
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c3,3.0,II. kerület,https://ingatlan.com/ii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+2+kerulet+szepvolgyi+ut/30891967,"Szépvölgyi út, II. kerület",225000.0,3543.3070866141734,2 + 1 fél szoba,62.0,Szépvölgyi út
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c4,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+hegedus+gyula+utca/30838585,"Hegedűs Gyula utca, XIII. kerület",130000.0,3714.285714285714,1 szoba,35.0,Hegedűs Gyula utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c5,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+danubius+utca/29681447,"Danubius utca, XIII. kerület",270000.0,4354.8387096774195,2 + 1 fél szoba,62.0,Danubius utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c6,0.0,XIII. kerület,https://ingatlan.com/xiii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+13+kerulet+teve+utca/30986224,"Teve utca, XIII. kerület",252042.0,3600.6,3 szoba,70.0,Teve utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c7,6.0,IX. kerület,https://ingatlan.com/ix-ker/kiado+lakas/tegla-epitesu-lakas/budapest+9+kerulet+telepy+utca/30850030,"Telepy utca, IX. kerület",105000.0,3181.818181818182,1 szoba,30.0,Telepy utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c8,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/tegla-epitesu-lakas/budapest+8+kerulet+horanszky+utca+12/23889219,"Horánszky utca 12, VIII. kerület",350000.0,4268.292682926829,3 szoba,82.0,Horánszky utca 12
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473c9,0.0,V. kerület,https://ingatlan.com/v-ker/kiado+lakas/tegla-epitesu-lakas/budapest+5+kerulet+hercegprimas+utca/30606724,"Hercegprímás utca, V. kerület",267064.0,5341.28,2 szoba,50.0,Hercegprímás utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473ca,0.0,VIII. kerület,https://ingatlan.com/viii-ker/kiado+lakas/szoba/budapest+8+kerulet+vas+utca+15b/30976828,"Vas utca 15/B, VIII. kerület",100000.0,4347.826086956522,1 szoba,23.0,Vas utca 15/B
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473cb,1.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+rona+utca/30962299,"Róna utca, XIV. kerület",110000.0,3606.55737704918,1 szoba,30.0,Róna utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473cc,0.0,XIV. kerület,https://ingatlan.com/xiv-ker/kiado+lakas/tegla-epitesu-lakas/budapest+14+kerulet+kover+lajos+utca/30958813,"Kövér Lajos utca, XIV. kerület",110000.0,3666.6666666666665,1 szoba,30.0,Kövér Lajos utca
com.invest.demo.entities.PropertyForRent,5e2ad28f8eb7f903f67473cd,0.0,VI. kerület,https://ingatlan.com/vi-ker/kiado+lakas/szoba/budapest+6+kerulet+lovag+utca/30028142,"Lovag utca, VI. kerület",95000.0,3800.0,1 szoba,25.0,Lovag utca
